30
0,436541790,603199100,50000793,548326575,177310935,352119548,611411939,914304746,310305583,681899457,647368479,365779252,350070107,976741671,362628409,256976765,641606850,827796784,118923053,331650673,142178114,560904712,605013050,652774324,995350302,273667132,215453663,557487372,871313108
436541790,0,458104181,897601344,403344343,879917009,276612209,742738833,634661352,423758123,617312552,562414145,861034688,985036161,345762629,534833923,132676729,73574602,272250412,438256983,854806197,473449620,271475792,655694650,493095559,930771692,718791318,706370344,877834968,112213648
603199100,458104181,0,722914356,478803437,938725594,682689738,365228396,30224937,761454217,612546929,806571349,376989504,376206182,947659574,444336191,888721452,679754035,223349743,852601281,536601811,432878677,67031477,584427205,95597725,932706358,667480902,157444770,343433323,934372825
50000793,897601344,722914356,0,915764913,20926711,612790232,26941311,996682860,331159040,339880444,23808338,554709296,788259687,759977946,60778169,105896561,901508947,444000073,306634943,756090347,638486988,690440354,547310715,710244018,268322169,3208378,323319821,702896102,934002483
548326575,403344343,478803437,915764913,0,720486092,821002297,594678798,753973781,520131143,943774829,413404038,312793427,457470781,717532017,397124729,487981904,119396696,303336324,668417758,125364206,107137890,762663041,522617041,903840357,176237270,772969093,266355659,336189395,632804049
177310935,879917009,938725594,20926711,720486092,0,250730065,449288158,911450727,104445557,108174748,15140495,701565613,193734289,356743196,162484949,571416556,622443367,931959748,814167593,93380201,776708804,981929608,848201041,778086949,218083118,502700310,489367660,729607244,783921884
352119548,276612209,682689738,612790232,821002297,250730065,0,786089744,814747039,711426019,801806738,834479006,860219527,314768970,281555165,852500595,877498485,94809429,165022995,796962794,199353211,736462999,865653976,911771909,25637426,669594724,787842474,452607151,917587865,113166669
611411939,742738833,365228396,26941311,594678798,449288158,786089744,0,955355604,265327624,662797230,810202330,36776448,750392794,86859235,791520147,152630014,883286569,959999508,369703824,421437307,240044001,196049858,865650711,450273493,452147130,406328656,997130576,831463101,612763656
914304746,634661352,30224937,996682860,753973781,911450727,814747039,955355604,0,818409180,797354079,17469835,795088094,711328698,811858167,571570789,43353832,519342348,779587566,714739718,404961202,77079266,232048914,59070484,853489271,514942814,150711340,66205998,315787949,171911409
310305583,423758123,761454217,331159040,520131143,104445557,711426019,265327624,818409180,0,941283171,547869473,358199924,277695319,284613242,397770859,548194838,480279086,16506536,375138949,216275453,92856924,313316600,360471704,559668827,916108252,341980605,564328116,364389049,399257349
681899457,617312552,612546929,339880444,943774829,108174748,801806738,662797230,797354079,941283171,0,983871870,30373907,675502164,698109435,37952535,746800129,121019355,114848064,716836790,238788365,609931747,494299228,912673220,623077983,243700904,603149187,958461338,417316216,828583858
647368479,562414145,806571349,23808338,413404038,15140495,834479006,810202330,17469835,547869473,983871870,0,183462088,662902819,26539895,920149794,451763244,571223960,27086047,966458661,666693300,397646006,789039972,134996039,436189023,12514556,842192751,660955921,496619051,442384873
365779252,861034688,376989504,554709296,312793427,701565613,860219527,36776448,795088094,358199924,30373907,183462088,0,601953582,928779292,709461775,672669837,791171806,630874612,1494828,726515703,224815554,822791105,244085160,380817719,8435302,293426179,700935641,263605905,121056551
350070107,985036161,376206182,788259687,457470781,193734289,314768970,750392794,711328698,277695319,675502164,662902819,601953582,0,709630772,531424237,617828449,946218799,717245655,119125236,760649600,38638165,831714507,312714410,981391889,986238265,803558725,108339616,254128284,816289976
976741671,345762629,947659574,759977946,717532017,356743196,281555165,86859235,811858167,284613242,698109435,26539895,928779292,709630772,0,411641887,740938355,702019420,145467362,428147329,548263140,379352866,183765659,839238393,697029620,950659959,435416229,507018264,633082959,812934993
362628409,534833923,444336191,60778169,397124729,162484949,852500595,791520147,571570789,397770859,37952535,920149794,709461775,531424237,411641887,0,770436610,950059823,572310015,911546692,620788582,854307991,94348481,190450946,792119795,84459845,684099782,687259354,599387592,21752907
