100
97,-55,43,30,-73,5,-83,-26,44,29,18,17,30,35,-61,86,51,-49,-55,5,-50,14,-36,30,21,-4,-72,-1,98,-51,54,71,-10,-10,47,85,-38,-13,-78,75,82,95,31,-91,-91,56,-43,-19,-44,98,-61,-61,84,60,-57,8,48,35,-47,7,-43,-48,-6,-2,-69,34,-51,94,77,22,23,90,61,4,-45,25,71,56,-15,-49,-57,-39,-35,9,41,-48,-65,-99,-87,-91,27,-2,18,-82,80,-24,-94,99,-58,-62
93,-4,-65,35,-10,-78,65,43,-56,-6,97,-78,-17,-22,50,85,89,-12,-26,25,98,-74,56,-55,83,90,-15,46,70,68,-83,92,-71,-15,-55,77,-62,51,-29,-24,99,-57,36,12,95,99,-22,19,-2,-48,-16,-78,-15,50,69,-12,-25,-15,-41,-44,-31,2,-48,-34,45,-70,69,-74,-17,-27,-47,9,-35,97,60,-65,-77,-18,-80,-78,31,59,35,90,-34,100,-79,75,-37,-65,64,-9,88,56,62,32,1,4,-3,-24
-10,28,80,80,98,14,-64,-84,73,-58,19,33,-40,-7,-78,-45,-92,-87,78,-16,-69,-59,-44,82,-63,-67,65,75,70,-38,-75,-77,-56,-62,-29,53,-37,-48,18,54,-25,-39,29,-56,-31,29,-33,8,75,-70,-74,-97,27,-1,-32,65,-42,-88,66,37,36,4,57,99,22,12,0,72,0,89,-4,88,-42,-45,-98,-27,-86,-1,-28,27,-41,32,51,-11,-98,-37,30,71,-62,-57,63,90,-5,-22,-7,-5,11,-1,-27,-82
-9,-48,16,53,15,14,31,-64,85,15,-66,26,49,71,96,29,13,-46,-90,-35,94,-67,49,3,90,-92,9,-95,-93,-43,21,-59,39,-36,-79,68,85,25,35,-10,32,46,-33,-25,48,-2,-84,73,15,83,-24,-58,84,76,-18,-72,-84,-97,83,51,35,13,-69,11,36,-53,35,-43,4,14,-95,47,-41,-39,26,66,94,53,26,31,55,94,-54,60,-85,51,12,-45,1,-89,100,-98,23,-100,-75,18,-27,-31,-32,94
-67,-11,33,21,-71,-8,85,65,-69,81,-77,46,-33,-42,-38,64,-68,79,44,-4,75,-39,-55,-96,-25,-1,-31,-31,33,-39,45,-16,-41,57,40,-88,-99,78,54,-46,-45,83,60,36,-88,78,-60,-56,96,-22,-19,-8,80,24,75,-80,-72,-95,-12,7,20,98,81,69,49,-24,-61,80,-28,-65,58,-10,73,97,63,-100,-67,-70,51,31,11,-99,-83,53,30,30,-46,-15,62,-19,20,-78,36,-18,-88,-97,83,9,-52,69
-43,87,-26,-89,-66,-63,55,43,63,-44,-27,57,96,65,72,56,16,-16,24,-6,44,32,79,32,46,-6,-97,-27,53,-51,-55,-45,98,47,-70,95,85,74,-43,73,79,91,-8,-49,-4,-52,58,-93,-96,-9,-31,-8,-34,-48,8,-26,11,-74,-69,23,-64,11,-90,57,-21,-40,77,-68,-32,58,98,18,-17,-38,11,-97,-49,-26,35,-78,-84,74,27,-85,-9,-100,-64,-36,-5,64,-55,58,-19,-88,-83,-34,43,-48,-8,-92
-71,68,-46,-11,-93,13,4,52,53,2,-42,-86,-1,90,69,-13,-93,45,-18,69,59,-48,-75,-16,31,24,42,18,18,-96,96,-43,57,28,20,-86,96,-47,69,79,98,-20,3,-74,-80,-60,53,-8,-24,21,8,56,-26,35,29,82,-4,-15,45,34,66,21,99,34,-54,-2,-82,-86,69,51,31,-77,16,-8,70,-38,-57,90,41,83,98,-90,-81,-54,-54,-75,36,13,-1,33,97,-17,-69,54,87,71,-2,-28,45,90
3,-45,30,68,5,31,80,29,-7,1,-94,69,20,-21,14,47,60,52,-46,55,67,-44,-74,21,-41,-85,2,95,61,-37,27,7,-49,-63,82,55,46,97,-11,-92,-11,-22,54,-50,19,-69,-31,-92,95,45,50,-43,-40,8,23,-98,-31,95,47,75,33,46,94,-74,3,-43,95,63,-66,90,53,-74,-18,-7,-54,38,78,-1,-90,19,-42,11,18,-19,0,-72,93,12,69,-50,2,93,-51,-19,53,-83,76,56,70,66
-44,-77,-65,16,-55,-12,-73,-82,25,90,-91,52,21,-85,57,29,-92,74,17,-28,-67,-40,7,45,68,71,9,-44,-80,13,-54,-13,72,-56,-68,47,20,68,-77,-54,31,-93,24,-41,28,-17,-25,96,-59,10,40,-38,30,-98,15,-20,60,26,-5,-37,-26,-39,100,-63,16,68,64,54,85,21,43,-95,-21,21,-3,42,99,24,45,-61,-29,-77,81,-2,37,7,-65,-98,-40,-22,-22,-99,-16,23,96,-92,70,52,-87,-2
35,-94,58,79,-96,75,4,41,-85,73,8,-36,20,54,-65,68,32,90,49,53,-6,97,72,21,-88,81,-84,-89,82,32,-78,-81,2,44,-82,9,75,22,30,-100,-63,-40,94,-84,-67,89,7,13,-26,52,5,-3,-96,3,54,-9,46,-28,-55,89,95,5,63,-56,-36,55,-21,-60,23,95,-9,-60,32,-2,-31,-64,94,59,-44,-82,40,38,-40,48,-66,73,-47,99,76,-37,-29,54,98,-98,63,36,32,59,71,-18
