30
0,479336241,686310869,360537595,221268303,69504176,90363045,300435754,595958145,910083195,631610049,4008982,476843624,342308707,736082614,357111301,92785458,951239093,476379992,953699322,924917935,829768793,703925447,948077552,604330142,962179425,956507387,292950851,807257626,500232894
479336241,0,183365061,832817156,257823783,458395552,980850920,832514453,323989169,441247022,380895705,995531652,182703098,517139414,836657453,106972285,558105986,302860889,470622511,295873609,27699847,932747505,555390864,863117018,125553347,205685120,847532351,279931217,741558348,531816669
686310869,183365061,0,70552780,999646412,180894252,791545728,632020542,886856380,15683312,654531225,483268095,114201442,395471564,93196198,498656175,208202186,338225845,933588395,710962645,999259888,289659872,88262407,613828733,836471512,103918902,293379742,224031326,852762558,410649350
360537595,832817156,70552780,0,730517530,516734116,29924785,415710243,524494074,448703138,15209616,418850949,349671485,33980290,972696960,710885456,827371902,123296002,579913791,597983949,947979206,28811920,287796184,780998622,9184334,634835282,612254889,926617021,144947461,763184485
221268303,257823783,999646412,730517530,0,766626347,859165053,419748587,395598357,819948002,215127249,368606106,729565666,786992983,748693358,219617785,510392360,323903850,722686815,743293121,799203369,95870023,392672480,553832376,227766728,904439683,14263882,40417042,865447829,468627454
69504176,458395552,180894252,516734116,766626347,0,665273875,824860183,35388714,847097240,176773412,920243655,532942490,731371112,458072999,532398071,388229490,899958163,489861951,501964706,268184877,564307155,251962417,916087446,567501642,350605767,367661622,662528742,839469675,968785433
90363045,980850920,791545728,29924785,859165053,665273875,0,140898812,380475617,523367253,372205301,729235771,635963491,11053856,281874352,840323998,6939417,149404504,181869044,910968902,658128513,924880510,692208638,442297720,916514419,527214845,829028036,163355562,172632303,595328299
300435754,832514453,632020542,415710243,419748587,824860183,140898812,0,495512258,982993319,990721016,862650642,942650267,897635089,241073285,384270324,4362447,417816827,65748446,446543583,696004950,291900332,968328816,718057204,933164201,92188391,337092181,192168480,380368267,702121605
595958145,323989169,886856380,524494074,395598357,35388714,380475617,495512258,0,780763549,121917736,668963472,761304757,874928376,315335435,124814471,211576953,830939604,614896760,941034732,538501299,802342980,218740758,379653528,974918461,303645724,458492706,730682702,557371737,143532881
910083195,441247022,15683312,448703138,819948002,847097240,523367253,982993319,780763549,0,657140361,700868762,645098176,742336563,879856200,449123268,239613097,818642517,729815748,179643541,750888293,794372059,350731778,896541052,13797190,598239153,54397010,549736413,711378798,908215875
631610049,380895705,654531225,15209616,215127249,176773412,372205301,990721016,121917736,657140361,0,320213703,797774475,19769659,169104959,645204100,676895197,94807968,752258568,283231717,72043770,345752719,402758839,834130982,611534727,808755447,900060716,437243313,437487571,931018447
4008982,995531652,483268095,418850949,368606106,920243655,729235771,862650642,668963472,700868762,320213703,0,247404618,739656942,499407281,451228518,987975172,649285157,665428984,207706621,1826884,556567977,673537706,271956813,554060063,151995988,371273151,807440346,855681894,735560689
476843624,182703098,114201442,349671485,729565666,532942490,635963491,942650267,761304757,645098176,797774475,247404618,0,864322983,587050518,114166663,452898030,253911448,452862564,865847587,854934663,328567138,201764660,458443139,480242427,765894250,489716102,668659967,963904648,908988942
342308707,517139414,395471564,33980290,786992983,731371112,11053856,897635089,874928376,742336563,19769659,739656942,864322983,0,979161599,655422098,174708973,643340865,7996541,366873867,566836744,698665497,80592093,201533147,182155554,831498875,320422218,584113938,504503689,504506767
736082614,836657453,93196198,972696960,748693358,458072999,281874352,241073285,315335435,879856200,169104959,499407281,587050518,979161599,0,417232828,310425074,268380222,908930824,217061248,905263886,873225521,962163685,653594227,490762964,196764794,983739830,623246906,82835324,401067255
357111301,106972285,498656175,710885456,219617785,532398071,840323998,384270324,124814471,449123268,645204100,451228518,114166663,655422098,417232828,0,72134325,631510198,111228118,665842808,516020871,42495144,320560278,710635239,28559470,39917231,918924047,174639673,237244612,271624616
92785458,558105986,208202186,827371902,510392360,388229490,6939417,4362447,211576953,239613097,676895197,987975172,452898030,174708973,310425074,72134325,0,375676367,563018958,417410985,432498762,804630901,328126272,88213714,641536489,293517106,247198022,61503058,66071651,294860683
951239093,302860889,338225845,123296002,323903850,899958163,149404504,417816827,830939604,818642517,94807968,649285157,253911448,643340865,268380222,631510198,375676367,0,987881984,378951674,867006946,105671939,62561007,752903279,364769364,168609336,405235407,283395560,558736152,730945542
476379992,470622511,933588395,579913791,722686815,489861951,181869044,65748446,614896760,729815748,752258568,665428984,452862564,7996541,908930824,111228118,563018958,987881984,0,738760154,246442101,625427704,81311894,655261579,554049148,529059715,136458686,950836029,367462344,768375271
953699322,295873609,710962645,597983949,743293121,501964706,910968902,446543583,941034732,179643541,283231717,207706621,865847587,366873867,217061248,665842808,417410985,378951674,738760154,0,67663759,978466145,698011119,731008899,424700241,142549364,221266479,146096071,429080140,789576530
924917935,27699847,999259888,947979206,799203369,268184877,658128513,696004950,538501299,750888293,72043770,1826884,854934663,566836744,905263886,516020871,432498762,867006946,246442101,67663759,0,881750466,932142657,250806878,732232211,645792915,923113679,568335525,420096394,232242477
829768793,932747505,289659872,28811920,95870023,564307155,924880510,291900332,802342980,794372059,345752719,556567977,328567138,698665497,873225521,42495144,804630901,105671939,625427704,978466145,881750466,0,122898590,331750215,212774753,194558787,98763724,742141827,259306980,107924024
703925447,555390864,88262407,287796184,392672480,251962417,692208638,968328816,218740758,350731778,402758839,673537706,201764660,80592093,962163685,320560278,328126272,62561007,81311894,698011119,932142657,122898590,0,652769046,454923348,808060573,31131290,928366843,640212887,485253045
948077552,863117018,613828733,780998622,553832376,916087446,442297720,718057204,379653528,896541052,834130982,271956813,458443139,201533147,653594227,710635239,88213714,752903279,655261579,731008899,250806878,331750215,652769046,0,36894838,182343324,959149654,927320912,125601667,673431054
604330142,125553347,836471512,9184334,227766728,567501642,916514419,933164201,974918461,13797190,611534727,554060063,480242427,182155554,490762964,28559470,641536489,364769364,554049148,424700241,732232211,212774753,454923348,36894838,0,484917435,493833141,407720605,522944296,35538427
962179425,205685120,103918902,634835282,904439683,350605767,527214845,92188391,303645724,598239153,808755447,151995988,765894250,831498875,196764794,39917231,293517106,168609336,529059715,142549364,645792915,194558787,808060573,182343324,484917435,0,737005948,250397320,39493913,710937506
956507387,847532351,293379742,612254889,14263882,367661622,829028036,337092181,458492706,54397010,900060716,371273151,489716102,320422218,983739830,918924047,247198022,405235407,136458686,221266479,923113679,98763724,31131290,959149654,493833141,737005948,0,382651989,709616518,61142210
292950851,279931217,224031326,926617021,40417042,662528742,163355562,192168480,730682702,549736413,437243313,807440346,668659967,584113938,623246906,174639673,61503058,283395560,950836029,146096071,568335525,742141827,928366843,927320912,407720605,250397320,382651989,0,374735524,308612008
807257626,741558348,852762558,144947461,865447829,839469675,172632303,380368267,557371737,711378798,437487571,855681894,963904648,504503689,82835324,237244612,66071651,558736152,367462344,429080140,420096394,259306980,640212887,125601667,522944296,39493913,709616518,374735524,0,765684921
500232894,531816669,410649350,763184485,468627454,968785433,595328299,702121605,143532881,908215875,931018447,735560689,908988942,504506767,401067255,271624616,294860683,730945542,768375271,789576530,232242477,107924024,485253045,673431054,35538427,710937506,61142210,308612008,765684921,0
